@relation tcTraining

@attribute text string
@attribute class_attr {0,1}

@data
'user beauty &amp; the beard',0
'user no theyre good and cute',0
'wind number ms nw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'user i always poop the parties anyway so no need excuse yourself 😝',0
'user it aint there',0
'its friday january number number',1
'user hi codie slept well 😴 gratulasjon whit a video clip many other liked yesterday have a fantastic day hugs',0
'i geniounly fuxk with august alsina in terms of his music and the vibes he sends out 😊😊',0
'this team will build our next kick ass website hashtag user media',0
'user i really do wonder why since its almost as easy as $divtweetdatascreenname=userremove; almost',0
'wind number ms ene barometer number hpa falling temperature number c rain today number mm humidity number',1
'snow shoe walk in winter lapland hashtag hashtag luosto url',0
'an epic sunrise in user testing out their new kicker 📷 user trysil url',0
'wind number ms w barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'tonite i am going to iceland to catch the hashtag first to tromso regrann from rictoc url',0
'yesss get away from toxic people',0
'one day ill own a dishwasher and my life will be number times better',0
'user coz she is tired of you alland she want to be free tooshe dosent want you around her any moreso stop bothering her all of',0
'user tomorrow 😃 spread the word 😃 hashtag media',0
'user number coolnumber match media',0
'ill finish sanding up ev number sierra tomorrow morning my hands were giving out pretty bad url',0
'live free or die typ',0
'♫ turbine blue ♪ by user url media',1
'user happy birthday joy i love you ✨',0
'hashtag do you know how many hoes that got wifed in number 😩😂',0
'url relaxing spanish guitar user user user user user user user',0
'wind number ms nw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'wind number ms w barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'user user so we have spoke about it',0
'get well soon captain 😰😍 hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag url',0
'user user sorry to hear that please email robertcravenessexfacom and well look into this',0
'wind number ms barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'user it really is but really tough to watch i consider myself to have a pretty tough hide but this one got to me',0
'user word',0
'♫ youre welcome ♪ by user url media',1
'♫ forbidden voices original mix ♪ by user url media',1
'user please follow me it will make my life ❤❤❤💍',0
'bungie wheres the weekly update',0
'bathroom project',0
'its almost six am and my computer is about to die so maybe thats a sign from the universe that i should go to sleep sigh',0
'new team for number team apollo sports skoda url media',0
'those days media',0
'the king url',0
'soaking up these historic sights tucked away in the hilltops of hashtag 🏆👁 hashtag user user media',0
'hahahaha look at iranian islamist newspapers didnt islam teach you that lying is wrong no shame fake trump twe url',0
'hashtag we are a group of people fromstockholm doing a silent protest to show our support for hashtag user user user',0
'user user if llr &amp; corp really cared about traffic safety theyd remove all taxes and fees on technically advanced vehicles',0
'user user auna* thanks autocorrect',0
'thank you so much tiff 💜💙💚💛 url',0
'i miss junmyeon',0
'user thats a cool tat actually very unique',0
'nowthe singaporean tv stops hiring her and she still never goes back to work in usa but still works in third world country like india',0
'nothing more charming than colorful ivy and vintage motorcycles hashtag hashtag islands brygge url',0
'this so much your system papersoftwarewhatever doesnt matter that much as long as it doesnt prevent you fr url',0
'that beautiful smile and those user shoes 😁 hashtag hashtag bergen hashtag hashtag hashtag hashtag url',0
'♫ black is ♪ by user url media',1
'my name is logan and i am the fastest man alive media',0
'user john and edward should get their own hair products it would be so cool the jepic hairspray d',0
'i want to know you that i loved you number hashtag hashtag hashtag hashtag url',0
'crazy url',0
'wind number ms ssw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'wind number ms ne barometer number hpa falling temperature number c rain today number mm humidity number',1
'if youre looking for work in hashtag akershus check out this hashtag url hashtag hashtag hashtag',1
'user barton gonna raise his price',0
'user see you 😊',0
'user user she did',0
'wind number ms ene barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'its snowing and im losing my will to live',0
'on saturday number hashtag was trending topic in stockholm for number hours url hashtag',1
'my cat buffy is w me rn tho love her',0
'user thanks for following me😁',0
'user nope',0
'lol arsenal will probs pull it back but still',0
'user when is the camping video out im waiting you now',0
'user user international see a lot of tweets about issues on twitchto be fair its been a while since last time actually',0
'user rip dwayne the rock johnson im still so soz media',0
'i need more high waisted underwear yall',0
'toys but mainly i played in the box url',0
'staying with relatives in finland and working on family history and the family tree his great url',0
'fresh norwegian fish dishes in this amazing market in oslo hashtag hashtag url',0
'that it exists people who seriously think we fully openly are planning murders',0
'♫ change the world ♪ by user url media',1
'♫ we found love ♪ by user url media',1
'hashtag touring through the hashtag forest a great days training hashtag hashtag hashtag hashtag media',0
'home decoration revelation of the day why spend money on design furniture when i could invest in proper audio gear + ikea',0
'♫ morning ♪ by user url media',1
'am drinking some sunshine tonight moraitis_winery hashtag hashtag hashtag user url',0
'user uhm what about uh does it have to be something you made yourself or a person',0
'my igs picture forgot to expire 😂😂😂',0
'wind number ms wsw barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'user thank you',0
wonderful,0
'breaking news url',0
'user user looks fantastic were looking at number c tomorrow so no bbq here for a while',0
'user user i hope so sir but we know how these fanatics work n junaid jamsheed incident at airport was example of this',0
'user theres a sucker born every minute',0
'user user bike looks nice kit would have been much better with red lines rather than the black bibs as they are',0
'bergen between high mountains and the sea fløyen url',0
'user haha oh yes and the prosecco',0
'which friends that will always be my answer officially regarding many different kinds of people the answer will always be which friends',0
'user give me the rn',0
'im watching hashtag right now🙊❤ user media',0
'user user user user user user user user user doubted hashtag',0
'user user user user hard work ahead boys too many hashtag stay strong',0
'user very true',0
'wind number ms ene barometer number hpa falling temperature number c rain today number mm humidity number',1
'user qasaqasa whats gucci lmfao',0
'anybody managed to get hashtag hashtag daemon auth working with hashtag hashtag',0
'user grattis',0
'user we can help you to promote your brand if you wish for more infoicelandcricketteamgmailcom',0
'user user yet similarities of some euks w certain bacterial groups might be caused by lgt doesnt this fit better number',0
'user user user user user user user user user humidity hashtag',0
'user thank you and happy you enjoying your day too ☺ good girl who take care ☺ i take care too ☺ love you 💖 big hug 😊 🌹 💖 😘',0
'user exactly create new new resources and introduce new links pointing to them no need to version anything user user',0
'♫ shape of you ♪ by user url media',1
'terence mckenna in number very interesting in these number ish times excellently eloquent url',0
'number at the back goddammit hashtag',0
'my daughter media',0
'sunrise at hashtag hashtag ❄️🇳🇴 hashtag hashtag hashtag hashtag hashtag media',0
'next up on radio spartacus number paradise sparta night club number',1
'links to user tweets the last day or two url',0
'hennyway cant wait for uca college nationals go cats rolltide',0
'black sand beach 🇮🇸 hashtag hashtag hashtag hashtag black sand url',0
'wind number ms wsw barometer number hpa rising temperature number c rain today number mm humidity number',1
'last night i booked a flight to peru where user and i will be doing a number day url',0
'user question can a person whose native language isnt english apply for customer care adviser some days or🤔🤞🏼 hashtag',0
'user thank you🙏🏽 i havent been to ireland yet so next trip definitely',0
'theyre not people anymore in my eyes just like every disgusting number stalker theyre stinking animals in my eyes',0
'wind number ms sw barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'interesting and useful hashtag url',0
'when is nudging not ok question from user to the panel media',0
'i can go on a date with myself bc then i can choose where i want to go and i can eat and be on twitter and well just like any regular day',0
'user bruh 😂😂😂 media',0
'user where is this',0
'mycroft hi i love you',0
'i keep forgetting subscribing user very curious about the insights user hashtag hashtag url',0
'and helena and donnie eh url',0
'yoo thats mental url',0
'user note this is an old post us seeks legal pursuit of hitech terrorist assange biden url',0
'hashtag day number configured ssh with my bro to remotely control our boiler via his python scripts and my hashtag s url',0
'night night riddarholmen were off for a fika hashtag hashtag stockholm city hall url',0
'wind number ms w barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'this young lady just got a number in her master thesis hashtag polit hashtag econ hashtag hashtag media',0
'have been thinking about a story to send to the user gals but my annoying brain tells me not to clog their url',0
'be part of createing a photographic documentation of hashtag support rafn you will be well rewarded url',0
'user u rad',0
'user if i said there wasnt enough signs to add it in there would you believe me',0
'user tack my love',0
'♫ how to save a life ♪ by user url media',1
'user just finished on bowie and want to send you big thanks for the experience and a lot new knowledge about mr db',0
'looking forward to a great number 🙏 hashtag hashtag hashtag hashtag hashtag media',0
'wind number ms wsw barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'how does this impact size of detectors url',0
'user user im fangirling hard over this gem 😍 what a woman',0
'user goodmorning sweet pea xx♥',0
'💪 great work user user hashtag url',0
'🌴get your tickets now for the user familyfriendly tour of stockholms butterfly 🦋 url',0
'user sure',0
'user our high tech process includes a laser to make sure pcs get in box but errors can occur sorry fill out url',0
'just like every stinking number stalker theyre are no exceptions',0
'seth freaking rollins url',0
'user ok next year im going to win',0
'hashtag hashtag tomorrow becomes today today becomes yesterday tomorrow becomes yesterday and is behind me',0
'my dad seems to like the polaris ace number as much as i do even do he have to drive it in a url',0
'justin has given so much happiness in my life and i really need to tell him that i cant live without thanking him for changing my life &lt;number',0
'user user loved hearing you last year; missing you this year; my number second hug will have to last a bit longer',0
'happy new year number 😃 hashtag hashtag hashtag media',0
'poor felicia we still have number days in here',0
'see our latest hashtag hashtag and click to apply senior digital communication manager for lego® education url',1
'just user user url',0
'still tired but media',0
'user user has number of them on url not saying you shouldnt make your own though',0
'wind number ms nne barometer number hpa steady temperature number c rain today number mm humidity number',1
'user that movie is going to be so awesome',0
'user user user user user user user absolutely ❤🌹',0
'the last jedi media',0
'user im better thanlypu media',0
'time to do some magic carpets😝✨ hashtag user user media',0
'sleep time',0
'wind number ms ne barometer number hpa falling temperature number c rain today number mm humidity number',1
'user if you cant do that job keep readers well informed with correct information you give them hashtag you become problem number',0
'wind number ms ssw barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'wind number ms sw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'user user right or even recasting or a combo',0
'fake news but only if im really angry url',0
'wind number ms e barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'i was looking through my drafts and i just what the fuck was i thinking media',0
'⒍ sunderland ⒎ mike dean ⒏ west ham ⒐ liverpool ⒑ sherlock number number cet hashtag url',1
'hashtag hashtag hashtag coat dots from vitra for wall climbers hashtag hashtag hashtag url',0
'user user user depends on what company ofc',0
'out of all the beautiful sights in iceland nothing comes close to beating this one } hashtag url',0
'tectonic plates come together hashtag hashtag þingvellir thingvellir national park url',0
'wind number ms w barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'trancedrive a hashtag hashtag track by me url',0
'helheim pronounced “hellhame;” old norse helheimr “the world of the goddess hel“ is one of url',0
'next stop beijing tight connection in copenhagen but made the plane just hope my bag makes it this time',0
'wind number ms se barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'once you find that one person that makes you happy in a way that no one else can dont ever let them go &amp; never ever take them for granted',0
'sunshine + snow hashtag hashtag hashtag hashtag bergen hordaland url',0
'outside göta lejon a couple of hours ago i talked with one of my assistants',0
'goodnight world 🌎🌍🌏 hashtag hashtag hashtag hashtag media',0
'wind number ms ene barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'wind number ms elo barometer number hpa vakaa temperature number c rain today number mm humidity number',1
'wind number ms ika barometer number hpa vakaa temperature number c rain today number mm humidity number',1
'do the right thing petition the nhs must never be privatised and remain a free publicly funded uk service url hashtag',0
'crying 😭😭😭faves media',0
'wind number ms e barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'user greetings from helsinki',0
'he dumped me url',0
'user yeah ^^ our language just loves extra vowels xnumber',0
'user user user user user user user user user user isolated hashtag',0
'user more snow than here where i am in finland',0
'wind number ms wsw barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'user user user they are not that much interested in is they have their very own agenda in syria and elsewhere',0
'user teach the danish men if a girl rejects him and stops the men from stalking her do not turn stories around that she chases him',0
'wind number ms e barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'user at first they gave me a free meal voucher in the beginning then i went to buy a hamburger meal &amp; it wasnt fully covered wtf',0
'awwwwwww can my heart melt any further ❤❤❤ url',0
'user user toilet seat mnumber ;p',0
'animal cynex is uploading a video proof to twitter because he got smacked in a friendly number vnumber and he said he was lagging so he uploads proof',0
'rip greatuncle you will always remain in our hearts give grandad a big hug from me miss &amp; love u both so much url',0
'wind number ms sw barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'gonna watch your video soon bro😁😁 url',0
'user user user hindsight is number',0
'huskies so cute and so loud husky farm url',0
'♫ everyday i write the book live at the wiltern los angeles canumber ♪ by user url media',1
'let this be your first read of the year by the incisive user hashtag hashtag url',0
'hi everyone this tweet is for one of the best youtubershe is cutecool and a little darlingdo you like user or user',0
'user sighed reading that number pun',0
'user remembering our conversation earlier today',0
'i chased a waterfall today sorry tlc media',0
'happy new year dear user may it be filled with unforgettable moments and a lot of happiness 💋🎄🍾🎁',0
'wind number ms sw barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'new hashtag trend seems emerging on facebook i say pick people yourself and surprise them with kindness instof ask for voulenteers',0
'i will not lick my lips i will not lick my lips i will not',0
'the big collective never ending selfhumiliation is totally unbelievable actually totally fucking unbelievable',0
'user its gonna happen sooner or later 😂',0
'user they had all the mannerisms of the authoritarian right even then now tactics have been refined and used in a larger scale',0
'user but as youre saying i think people are just trying to pick on the show nothing is good enough these days 😴',0
'user yes i know p hopefully cm punk has improved since last fight x so it would look more competative i guess',0
'paris bound for a flight connection oslo airport user in gardermoen akershus url',0
'number ways to permanently and securely delete ‘files and directories in linux url hashtag hashtag',0
'hashtag at the hashtag hashtag hashtag hashtag number at my hashtag hashtag hashtag hashtag hashtag hashtag url',0
'i mean ebony',0
'freezing conditions cause death and chaos across europe url',0
'hashtag hashtag hall number number hashtag hashtag hashtag hashtag hashtag hashtag url',0
'can you recommend anyone for this hashtag software architect url hashtag hashtag hashtag hashtag hashtag hashtag hashtag',1
'user user youre killing me lol',0
'user needs to seriously rethink tampering with the intelligence agencies hes not equipped people url',0
'user i remember you and a guest on tms talking about having the same wireless mouse and being very happy with it what kind is it',0
'in the studio testing fwnumber pieces next week we are showing news user number jan url',0
'veteran monsters only media',0
'wind number ms ene barometer number hpa falling temperature number c rain today number mm humidity number',1
'lets see where the road leads us to today hashtag hashtag hashtag hashtag url',0
'user that are minus number in sweden now',0
'he is quite brilliant this tom url',0
'user already planning the event',0
'lookin for the right way to do the wrong things',0
'user thanks very better',0
'wind number ms barometer number hpa steady temperature number c rain today number mm humidity number',1
'user i like her as an actress but why this i will no longer pay for her movies',0
'user why cant i rt',0
'drinking a classic collection india pale ale by user maltainen metso — url hashtag',1
'who would win',0
'broken clouds &gt; snow temperature up number c &gt; number c humidity up number &gt; number wind number kmh &gt; number kmh',1
'mwno project adds indigenous names to canadian history four inuit men standing by the shore baker lake url',1
'this magnificent view is still flashing in my mind hashtag url',0
'relax😎 stockholm city hall url',0
'when the coffee isnt ready ☕️😴 hashtag hashtag hashtag stockholm sweden url',0
'be crowd be happy be on the time queen hashtag will shine tomorrow at hashtag user wish for her best o url',0
'user beautiful photo on myles',0
'last day off diet before reality hits tomorrow future me will thank me but tomorrow mes gonna be pissed',0
'ha will they ever admit that all they do is spew diarrhea url',0
'user user by catalouging url i always have sort of an excuse to give a new beer a go beerthrology',0
'♫ my boo main ♪ by user url media',1
'god is not great 😠 url',0
'the number rd january we left the village waiting for the bus to come at url',0
'number hashtag hashtag hashtag number in english hashtag hashtag hashtag hashtag url',0
'apparently the universe doesnt want me to finish my pokédex',0
'wind number ms sw barometer number hpa falling very rapidly temperature number c rain today number mm humidity number',1
'glad you think so user some people think that this is spam but it is just a free service to acknowledge your followers',0
'wind number ms ne barometer number hpa falling temperature number c rain today number mm humidity number',1
'user you need this url',0
'check out my blog exploring pregnancy and birth podcasts url',0
'user fennessy wins congrats tvtonight',0
'at demola hashtag final pitching event mediapolis tampere url',0
'i hate kids',0
'the hashtag hashtag airstrikes destroyed whole cities user hashtag hashtag hashtag hashtag url',0
'just a run home 🏃🏻🏃🏻 number miles ☀️☀️ hashtag hashtag hashtag hashtag url',0
'baana bicycle counter today number same time last week number trend ↑number this year number last year number number hashtag hashtag hashtag',1
'and pete stole some ice media',0
'modern renaissance palette on the eyes and damn gina gloss on the lips 🌸 hashtag url',0
'happy new year 💥 media',0
'♫ dirty diana ♪ by user url media',1
'i love my brother user url',0
'wind number ms n barometer number hpa falling temperature number c rain today number mm humidity number',1
'user yeah but you stated not only that they were floated or that the top number seeds were but that the miom top number were which is true',0
'almost there media',0
'♫ you gotta be ♪ by user url media',1
'in some forms of modern hashtag its mostly acrobatics r sharath jois and his insights on the hashtag practice url',0
'wind number ms lo barometer number hpa vakaa temperature number c rain today number mm humidity number',1
'user user swedish humour needs more of thisfrom the bbc state telivision no less url',0
'user retro kids these days',0
'ima let you know and keep it simple',0
'some nigerian postman just legit stopped me to ask if im german he assumed that hanna was finnish shes blonde and blueeyed after all',0
'user user lol i think the point was number not give their money to rich people the poor typically dont have $number houses ;',0
'can you plan a protest on february number to coincide with➡ hashtag hashtag 🔊 hashtag hashtag ❓ url',0
'the hashtag hashtag took the number th place in the topnumber of swedens trends for sunday number url hashtag',1
'good luck user and the wmu broncos today in the hashtag hashtag go get em',0
'ic selfstanding system commissioning engineer nipromec oy number eurajoki url hashtag hashtag',1
'user thank you very much for your rt url',0
'*necessary disclaimer im aware theres nowhere on this earth where there isnt racismsome form of antiblackness just want less of it x',0
'user haha what',0
'my alibi for taking your guy history repeats itself it fails to die hashtag 💕',0
'wind number ms e barometer number hpa falling very rapidly temperature number c rain today number mm humidity number',1
'pleased after this evening training rollingnow i enjoy a smoothie with strawberryblueberrymangoi already look url',0
'wind number ms n barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'throwback to pretty scenery and messy hair ørnesvingen url',0
'♫ xkid ♪ by user url media',1
'female number stalkers that refuse to or are unable to understand a definite no is a definite no are always totally useless',0
'we made home made carrot orange kiwi lime and apple juice with sparky mango and papaya water 💫💫 media',0
'so happy and proud the space between us trailer number url',0
'user user user user user user user user user gm number pm 😂',0
'its hard to believe i was in hashtag just a few weeks ago exploring frozen fishing villages url',0
'new years hashtag hashtag hashtag number media',0
'user yeah it would',0
'because clarke and lexa will forever be the most iconic women to me theres gonna be a day when the worlds gonna url',0
'my hope for number is that trump becoming president is a huge practical joke that were all gonna laugh about for years to come',0
'wind number ms se barometer number hpa falling temperature number c rain today number mm humidity number',1
'h e a v e n 💞 hashtag hashtag hashtag lover hashtag fortwo hashtag pot hashtag caddy hashtag hashtag url',0
'♫ crazy in love feat leah kelly ♪ by user url media',1
'user ahh come on loneliness isnt bad or a lacking of anything in ones self its ok to feel lonely sometimes',0
'wind number ms wsw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'good morning hashtag sun will rise in number minutes local time number hashtag hashtag hashtag graphy number',1
'i always have music audiobooks or streams on to fill up the silence',0
'user hi bobby w awake whit the birds 😉 gratulasjon whit a tweet many other liked yesterday have a fantastic weekend hugs',0
'user the struggle is real but we do what we gotta do 😉',0
'wanna give a big thank u &amp; loads of love to user for keeping us company &amp; updating us while the twins are on cbb 😊💕 hashtag',0
'lrt i was already wearing chockers woops',0
'user thanks the lamb was lovely so was the gravey &amp; the burned carrot purée everything had a hint o url',0
'copenhagen by far the best place for beer in the world no contest',0
'ya i dyed my hair again 🐨 media',0
'i just finished walking number km in number hnumber mnumber s with hashtag hashtag url',1
'wind number ms nne barometer number hpa falling temperature number c rain today number mm humidity number',1
'i was out running number km on dec number with hashtag hashtag url',1
'user user no its his son',0
'lol flight left an hour late and they still left number + peoples bags mine included in toronto',0
'when working at something that demands creativity and thinking go to a place where you can get things done media',0
'user user same',0
'user im so embarrassed holy shit',0
'thats a really great book url',0
'the jacket is anumber 🔥👌🏽 url',0
'the power of the number percent margin for improvement in everything you do url hashtag hashtag media',0
'may have needed about number more scarves but im alive and im pretty sure some of my fingers still work hashtag url',0
'user cute family',0
'make us dream again user media',0
'id love to go to one of jills parties and see if shes appropriated some truth serum',0
'like a broken record media',0
'hugo boss cross body bag number helt ny hashtag hashtag hashtag hashtag hashtag url',0
'wind number ms sw barometer number hpa steady temperature number c rain today number mm humidity number',1
'user thats good question',0
'hashtag &amp; hashtag for my ❤ = hashtag sats zenit url',0
'wind number ms ese barometer number hpa steady temperature number c rain today number mm humidity number',1
'automatic loudness hashtag plugin for live audio url hashtag hashtag hashtag hashtag hashtag url',0
'user user thanks man &lt;number',0
'hashtag might be the greatest game of all time damn that was good user user user',0
'wind number ms se barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'i know what ill be listening to for next couple of days url',0
'i always say just about anyone can start running lord knows a lot of crossfitters hate running url',0
'user user user think we must do that 😀',0
'user piss him in the back of ear that so beach for bein so naughty',0
'dont look too hard might hurt yaself 😂 hashtag hashtag hashtag hashtag hashtag url',0
'im at terminal number in vantaa url',1
'hey user i was wondering that if i were to order hashtag now when would it ship hashtag',0
'the first shipment ever of our hashtag hashtag hashtag hashtag hashtag hashtag url',0
'interesting👏a stanford university psychologists elegant threestep method for creating new habits url via user',0
'user user ill ask around a bit',0
'user he is an idiot a little to friendly with the russians hope the cia did a background check on this guy😬',0
'fuck i am emotional media',0
'kahville its coffee time hashtag hashtag hashtag hashtag time hashtag hashtag pot url',0
'♫ i dont wanna grow up ♪ by user url media',1
'user faroe islands are so extra we couldnt care less 😂 watch the story im creased',0
'keep on fighting user url',0
'user thanks for the inspiration ill go to a bar or a café and code something for fun for change',0
'magic fountain barcelona🇪🇸 media',0
'im out in the rain its a cold night in london and im screaming at my loved ones to wake up and love more im pleading user',0
'user not sure if ill make it to uk this time but was planning a visit after cell metabolism mtg in a gothenburg you around then',0
'user you found something there bunny🐰🍓',0
'where is my emigration',0
'entertain me 🙏🏼 i cant sleep ✌🏼',0
'its the same room url hashtag hashtag',0
'rip greatuncle you will always remain in our hearts give my grandad a big hug from me miss &amp; love u so much ❤❤ media',0
'user oh is it not possible for you to apply for a pr since your mom has one i assume',0
'shaped some ceramic figures this morning &amp; now im learning to knit 🇮🇸 iceland url',0
'let me take a rest',0
'i cant wait to see his face next monday url',0
'user youre very welcome too but i would recommend that you do it for the cph pride then',0
'wind number ms e barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'thats right john not a good idea not at all 😠 hashtag',0
'corners of my home 😳🏡 hashtag hashtag hashtag hashtag hashtag url',0
'user mom please stop being mad',0
'funny and funky as auto spellcheck suggests msg from klee remember it dosnt have to be a straight line🍒 media',0
'first thing when i get back is doing a movie night with pimpao ❤ followed by dinner at brooklyn',0
'its really hard to take that watford lost to spurs with number',0
'wind number ms nne barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'♫ i just cant stop loving you ♪ by user url media',1
'🇸🇪walk the trail of christmas illuminations 📷 url 🌍✈ hashtag hashtag url',0
'♫ i feel it coming ♪ by user url media',1
'user user user yea right',0
'no joke a young man came up to me asking for advice in the gym today no less than two minutes in he told me he was a vegan',0
'wind number ms nw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'heading to hashtag and wanna meet up looking to meet some old friends and maybe some new ones',0
'user just precis',0
'user because we have like the same tim so i thought that you live in europe and you did so',0
'let me give you a small tour of di caribbean ah dat mi a tell you gyal',0
'wind number ms w barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'♫ slow it down ♪ by user url media',1
'wind number ms w barometer number hpa falling temperature number c rain today number mm humidity number',1
'user thanks it seems to only consider oneonone crime so your number x is only for a subset and it notes guns or other weapon',0
'what anarchists have been saying for years and what liberals need to start hearing url',0
'♫ moonage daydream number remastered version ♪ by user url media',1
'if you were mentally healthy persons',0
'♫ let me touch your fire ♪ by user url media',1
'season number of skam are now available on svtplay 😍🙌🙏😄',0
'you know youve studied too much labour law when you get annoyed when people on tv use legal terms or criminal offences in the wrong context',0
'baana bicycle counter today number same time last week number trend ↑number this year number number last year number number hashtag hashtag hashtag',1
'user number in bed and i cant reach my charger help',0
'wind number ms nw barometer number hpa steady temperature number c rain today number mm humidity number',1
'user user i refuse to watch user because of user i wont even look at user scores',0
'wind number ms ese barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'wind number ms w barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'i kind of regret my choice in education and work for the past few years',0
'wind number ms sw barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'more from hashtag instagram crops it a bit annoyingly but hope you like it anyway url',0
'number so much hair firehair definitely is not the easiest to draw but i have fun with url',0
'♫ love me like you do from fifty shades of grey ♪ by user url media',1
'well thats what they predict at least hasnt hit yet',0
'damn cold tonight here in trondheim 😀😀😀 hashtag hashtag hashtag hashtag hashtag url',0
'lmfaoo url',0
'user user we need a new version of this with power blast xd',0
'throwback to when i was at jamaica media',0
'user he aint got time for that 😂',0
'user honestly couldnt care less right now lmao',0
'i miss skiing so much',0
'an epic new year to everybody may number exceed our expectations and may our wishes come true url',0
'user have a beautiful monday my friend i wish you a good number',0
'user im stocking up for a whole weekend in isolation whisky 🥃 hashtag',0
'user are u gay',0
'user user dont worry = us will always have official rep = you know there are more diplomats than ambassaduers right',0
'happy birthday user hope to see more sexy art and valentine from you &lt;number',0
'today in number the freezer bowl super bowl xvl the nfls coldest game in terms of wind chill at number f is won by the cincinnati bengals',0
'lonely old slogans hashtag louisiana museum of modern art url',0
'wind number ms ssw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'wind number ms n barometer number hpa falling temperature number c rain today number mm humidity number',1
'i love myself',0
'morning with a hint of snow • hashtag hashtag hashtag hashtag aarhus denmark url',0
'jp and i have been friends for going on number years and he had no clue im from california',0
'wind number ms barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'naturally i didnt give any reference to thunder road',0
'pretty nice brew media',0
'i think that qualifies as a beerworthy piece of flattery url',0
'user hi guys awake 😄 gratulasjon whit a top tweet yesterday have a fantastic weekend hugs media',0
'fredgaard penthouse by normarchitects © jonas bjerrepoulsen url media',0
'wind number ms nne barometer number hpa falling temperature number c rain today number mm humidity number',1
'my polish friends we found this polish beer from finland i hope you have advice to find the url',0
'wind number ms sw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'nice to get mature trump tweets i will probably unfollow user 😂😯🤑🤐😞😨😱 media',0
'wind number ms se barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'when you really care about someone their happiness matters more than yours',0
'how technology hijacks peoples minds — from a magician and googles design ethicist url',0
'some trainers sits down looking calm some trainers runs around and shout you can be either of them and thats okey',0
'user thanks for the follow d',0
'is fate a real thing do all these signs mean something is it just coincidence am i losing my mind have i found my salvation',0
'iceland is the perfect location for whale watching the cold waters off the coast play host to a url',0
'were top of the leeeeeeaaaaaguuuuue happy new year hejdå',0
'user yes give putin unconcession to fight jihad',0
'after eva comes home from the party when she had kissed chris url',0
'just posted a photo brooklyn cafe url',1
'user user isnt the whole pizza',0
'this will make you rethink amimal testing url hashtag',0
'♫ castle on the hill ♪ by user url media',1
'user goodnight baby',0
'user i love you more',0
'i just felt for some black and white love ❤️ “to see in color is a delight for the eye but to url',0
'user miss u both like damn much its been almost a year so duh i want your hugs and i wanna be awkward again 😅',0
'i do have the right scissors ; hashtag hashtag hashtag casa silverstielk url',0
'user also fucked up family issues that dont just get fixed it goes up and down like in reality',0
'as we enter number and the hashtag becomes a reality in scotland ill take this chance to remind the über unionists out there to keep classy',0
'wind number ms sse barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'sometimes you have to search for certain cars you have to drive endless kilometres just to take url',0
'user hello',0
'regular number day tickets still available at url fun begins tomorrow 😍😻😍😻 url',0
'user if you do a show in oslo norway i guarantee that you will have a minimum of two audience members there its worth it',0
'♫ yuengling ♪ by user url media',1
'♫ you waste your time ♪ by user url media',1
'gilded hall hashtag hashtag hashtag hashtag 🇩🇰 city hall square copenhagen url',0
'yo the beef tho 😰 ps danish people literally sound like theyre choking on something no lie media',0
'great read how nokia has changed url',0
'amazing news 😀 hashtag hashtag url',0
'user yeah i get that thats my problem w gabaldon ive read the first book and started the second but there are so many',0
'user thanks for following me😁',0
